batch_size,mutation_rate,problem_path,init_type,fitness_type,solved_time
80,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0165.mwcnf,allfalse,correct_count,1.9796795845031738
10,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0962.mwcnf,uniform,sum_or_nothing,
5,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0339.mwcnf,allfalse,correct_count,
10,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0580.mwcnf,allfalse,sum_or_nothing,
10,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0977.mwcnf,allfalse,sum_or_nothing,
20,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0838.mwcnf,uniform,sum_or_nothing,
10,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0970.mwcnf,uniform,correct_count,
160,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0281.mwcnf,allfalse,sum_or_nothing,
320,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0664.mwcnf,allfalse,correct_count,
5,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0248.mwcnf,allfalse,correct_count,
5,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0575.mwcnf,allfalse,sum_or_nothing,
10,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0575.mwcnf,allfalse,sum_or_nothing,
20,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0722.mwcnf,allfalse,sum_or_nothing,
5,0.02,data/wuf-N1/wuf50-201-N1/wuf50-04.mwcnf,uniform,correct_count,
10,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0901.mwcnf,uniform,correct_count,
20,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0701.mwcnf,uniform,correct_count,
160,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0149.mwcnf,allfalse,sum_or_nothing,
80,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0351.mwcnf,uniform,correct_count,
160,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0860.mwcnf,uniform,correct_count,
80,0.01,data/wuf-N1/wuf50-201-N1/wuf50-07.mwcnf,allfalse,correct_count,
40,0.01,data/wuf-N1/wuf50-201-N1/wuf50-04.mwcnf,allfalse,correct_count,
40,0.08,data/wuf-N1/wuf50-201-N1/wuf50-04.mwcnf,allfalse,correct_count,
20,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0331.mwcnf,uniform,correct_count,
320,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0523.mwcnf,uniform,sum_or_nothing,
80,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0353.mwcnf,uniform,sum_or_nothing,
160,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0699.mwcnf,uniform,correct_count,
640,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0838.mwcnf,allfalse,sum_or_nothing,
640,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0149.mwcnf,allfalse,sum_or_nothing,
320,0.08,data/wuf-N1/wuf50-201-N1/wuf50-062.mwcnf,allfalse,correct_count,
640,0.08,data/wuf-N1/wuf50-201-N1/wuf50-08.mwcnf,allfalse,sum_or_nothing,
640,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0331.mwcnf,uniform,correct_count,
1280,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0551.mwcnf,uniform,correct_count,
640,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0683.mwcnf,allfalse,correct_count,
40,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0950.mwcnf,uniform,sum_or_nothing,
160,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0416.mwcnf,uniform,correct_count,1.965111255645752
1280,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0833.mwcnf,uniform,correct_count,
80,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0722.mwcnf,uniform,sum_or_nothing,
80,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0722.mwcnf,allfalse,sum_or_nothing,
5,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0143.mwcnf,uniform,correct_count,
40,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0248.mwcnf,uniform,sum_or_nothing,
10,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0977.mwcnf,uniform,sum_or_nothing,
5,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0683.mwcnf,allfalse,correct_count,
40,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0371.mwcnf,allfalse,sum_or_nothing,
20,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0509.mwcnf,allfalse,sum_or_nothing,
5,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0767.mwcnf,allfalse,sum_or_nothing,
40,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0496.mwcnf,allfalse,correct_count,
80,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0248.mwcnf,uniform,sum_or_nothing,
10,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0281.mwcnf,uniform,sum_or_nothing,
80,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0699.mwcnf,allfalse,sum_or_nothing,
10,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0655.mwcnf,uniform,sum_or_nothing,
5,0.02,data/wuf-N1/wuf50-201-N1/wuf50-045.mwcnf,allfalse,sum_or_nothing,
40,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0336.mwcnf,uniform,correct_count,
40,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0194.mwcnf,allfalse,correct_count,
20,0.08,data/wuf-N1/wuf50-201-N1/wuf50-05.mwcnf,allfalse,sum_or_nothing,
160,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0376.mwcnf,allfalse,sum_or_nothing,
160,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0551.mwcnf,allfalse,correct_count,
160,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0408.mwcnf,uniform,correct_count,
160,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0509.mwcnf,uniform,correct_count,
320,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0634.mwcnf,uniform,sum_or_nothing,
320,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0655.mwcnf,uniform,sum_or_nothing,
320,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0408.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0119.mwcnf,uniform,sum_or_nothing,
320,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0485.mwcnf,allfalse,correct_count,
640,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0172.mwcnf,uniform,sum_or_nothing,
40,0.32,data/wuf-N1/wuf50-201-N1/wuf50-04.mwcnf,uniform,correct_count,
640,0.01,data/wuf-N1/wuf50-201-N1/wuf50-062.mwcnf,uniform,correct_count,
40,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0668.mwcnf,allfalse,sum_or_nothing,
1280,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0634.mwcnf,uniform,sum_or_nothing,
20,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0683.mwcnf,allfalse,correct_count,
20,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0860.mwcnf,allfalse,sum_or_nothing,
10,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0376.mwcnf,uniform,correct_count,
80,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0172.mwcnf,allfalse,sum_or_nothing,
10,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0931.mwcnf,uniform,correct_count,0.8912758827209473
1280,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0968.mwcnf,allfalse,sum_or_nothing,
40,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0838.mwcnf,allfalse,correct_count,1.2743451595306396
5,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0968.mwcnf,allfalse,sum_or_nothing,
40,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0580.mwcnf,allfalse,sum_or_nothing,
160,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0543.mwcnf,allfalse,sum_or_nothing,
160,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0509.mwcnf,allfalse,sum_or_nothing,
20,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0806.mwcnf,allfalse,correct_count,
10,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0111.mwcnf,uniform,sum_or_nothing,
5,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0399.mwcnf,uniform,sum_or_nothing,
160,0.16,data/wuf-N1/wuf50-201-N1/wuf50-028.mwcnf,allfalse,sum_or_nothing,
320,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0172.mwcnf,uniform,sum_or_nothing,
20,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0152.mwcnf,uniform,sum_or_nothing,
320,0.16,data/wuf-N1/wuf50-201-N1/wuf50-047.mwcnf,uniform,sum_or_nothing,
80,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0143.mwcnf,uniform,sum_or_nothing,
40,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0940.mwcnf,uniform,correct_count,
160,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0784.mwcnf,uniform,sum_or_nothing,
40,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0803.mwcnf,allfalse,sum_or_nothing,
160,0.04,data/wuf-N1/wuf50-201-N1/wuf50-062.mwcnf,allfalse,correct_count,
5,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0931.mwcnf,allfalse,correct_count,0.18112468719482422
5,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0431.mwcnf,allfalse,sum_or_nothing,
40,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0968.mwcnf,uniform,sum_or_nothing,
10,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0950.mwcnf,allfalse,correct_count,
320,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0722.mwcnf,uniform,sum_or_nothing,
40,0.08,data/wuf-N1/wuf50-201-N1/wuf50-07.mwcnf,uniform,correct_count,
160,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0111.mwcnf,allfalse,correct_count,
1280,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0428.mwcnf,allfalse,correct_count,
1280,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0784.mwcnf,uniform,sum_or_nothing,
320,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0152.mwcnf,allfalse,correct_count,
1280,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0604.mwcnf,allfalse,sum_or_nothing,
80,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0371.mwcnf,allfalse,sum_or_nothing,
1280,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0284.mwcnf,uniform,sum_or_nothing,
1280,0.16,data/wuf-N1/wuf50-201-N1/wuf50-028.mwcnf,allfalse,sum_or_nothing,
10,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0803.mwcnf,allfalse,correct_count,
10,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0901.mwcnf,allfalse,correct_count,
5,0.16,data/wuf-N1/wuf50-201-N1/wuf50-04.mwcnf,uniform,correct_count,
640,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0977.mwcnf,uniform,sum_or_nothing,
80,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0655.mwcnf,uniform,sum_or_nothing,
5,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0293.mwcnf,allfalse,correct_count,
640,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0737.mwcnf,uniform,correct_count,
20,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0371.mwcnf,allfalse,correct_count,
5,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0368.mwcnf,allfalse,sum_or_nothing,
40,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0166.mwcnf,allfalse,sum_or_nothing,
5,0.01,data/wuf-N1/wuf50-201-N1/wuf50-042.mwcnf,allfalse,correct_count,
320,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0399.mwcnf,uniform,sum_or_nothing,
1280,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0551.mwcnf,uniform,correct_count,
40,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0968.mwcnf,allfalse,correct_count,
640,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0737.mwcnf,allfalse,sum_or_nothing,
20,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0683.mwcnf,uniform,correct_count,
160,0.16,data/wuf-N1/wuf50-201-N1/wuf50-05.mwcnf,allfalse,correct_count,
5,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0152.mwcnf,uniform,sum_or_nothing,
20,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0466.mwcnf,uniform,correct_count,
640,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0744.mwcnf,uniform,sum_or_nothing,
20,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0838.mwcnf,uniform,sum_or_nothing,
160,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0722.mwcnf,allfalse,sum_or_nothing,
20,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0371.mwcnf,allfalse,sum_or_nothing,
40,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0119.mwcnf,uniform,correct_count,
5,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0731.mwcnf,allfalse,correct_count,
40,0.04,data/wuf-N1/wuf50-201-N1/wuf50-047.mwcnf,uniform,correct_count,
40,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0399.mwcnf,allfalse,correct_count,
20,0.04,data/wuf-N1/wuf50-201-N1/wuf50-04.mwcnf,uniform,correct_count,
20,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0284.mwcnf,uniform,sum_or_nothing,
320,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0485.mwcnf,allfalse,sum_or_nothing,
80,0.04,data/wuf-N1/wuf50-201-N1/wuf50-08.mwcnf,allfalse,sum_or_nothing,
80,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0119.mwcnf,allfalse,sum_or_nothing,
640,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0543.mwcnf,allfalse,sum_or_nothing,
40,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0722.mwcnf,allfalse,sum_or_nothing,
1280,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0962.mwcnf,allfalse,correct_count,
1280,0.02,data/wuf-N1/wuf50-201-N1/wuf50-07.mwcnf,uniform,sum_or_nothing,
160,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0962.mwcnf,uniform,correct_count,
5,0.04,data/wuf-N1/wuf50-201-N1/wuf50-08.mwcnf,uniform,sum_or_nothing,
160,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0767.mwcnf,uniform,correct_count,
1280,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0115.mwcnf,allfalse,correct_count,
1280,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0701.mwcnf,uniform,correct_count,
160,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0588.mwcnf,uniform,sum_or_nothing,
1280,0.02,data/wuf-N1/wuf50-201-N1/wuf50-062.mwcnf,uniform,correct_count,
320,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0741.mwcnf,allfalse,sum_or_nothing,
20,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0956.mwcnf,allfalse,correct_count,1.6057450771331787
80,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0276.mwcnf,uniform,sum_or_nothing,
5,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0860.mwcnf,allfalse,sum_or_nothing,
10,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0337.mwcnf,allfalse,correct_count,
5,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0604.mwcnf,allfalse,sum_or_nothing,
80,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0634.mwcnf,allfalse,sum_or_nothing,
20,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0551.mwcnf,allfalse,correct_count,
320,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0339.mwcnf,allfalse,sum_or_nothing,
10,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0683.mwcnf,allfalse,correct_count,
80,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0399.mwcnf,uniform,sum_or_nothing,
80,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0523.mwcnf,allfalse,correct_count,
5,0.01,data/wuf-N1/wuf50-201-N1/wuf50-08.mwcnf,uniform,correct_count,
1280,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0806.mwcnf,uniform,sum_or_nothing,
640,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0817.mwcnf,uniform,sum_or_nothing,
640,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0466.mwcnf,uniform,sum_or_nothing,
320,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0559.mwcnf,uniform,correct_count,
320,0.08,data/wuf-N1/wuf50-201-N1/wuf50-024.mwcnf,allfalse,correct_count,
160,0.02,data/wuf-N1/wuf50-201-N1/wuf50-04.mwcnf,uniform,correct_count,
160,0.02,data/wuf-N1/wuf50-201-N1/wuf50-04.mwcnf,allfalse,sum_or_nothing,
160,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0353.mwcnf,uniform,correct_count,
5,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0931.mwcnf,uniform,correct_count,1.8967828750610352
5,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0152.mwcnf,allfalse,correct_count,
10,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0339.mwcnf,allfalse,sum_or_nothing,
160,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0699.mwcnf,uniform,sum_or_nothing,
1280,0.32,data/wuf-N1/wuf50-201-N1/wuf50-05.mwcnf,allfalse,correct_count,
320,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0604.mwcnf,allfalse,correct_count,
1280,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0284.mwcnf,uniform,correct_count,
320,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0913.mwcnf,uniform,sum_or_nothing,
640,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0757.mwcnf,uniform,sum_or_nothing,
640,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0353.mwcnf,uniform,sum_or_nothing,
20,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0509.mwcnf,allfalse,sum_or_nothing,
20,0.02,data/wuf-N1/wuf50-201-N1/wuf50-062.mwcnf,uniform,correct_count,0.5120172500610352
320,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0368.mwcnf,allfalse,sum_or_nothing,
160,0.04,data/wuf-N1/wuf50-201-N1/wuf50-042.mwcnf,allfalse,sum_or_nothing,
640,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0149.mwcnf,uniform,sum_or_nothing,
320,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0956.mwcnf,allfalse,sum_or_nothing,
640,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0962.mwcnf,uniform,correct_count,
640,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0731.mwcnf,allfalse,correct_count,
10,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0962.mwcnf,uniform,sum_or_nothing,
10,0.16,data/wuf-N1/wuf50-201-N1/wuf50-05.mwcnf,allfalse,sum_or_nothing,
5,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0809.mwcnf,uniform,correct_count,
160,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0873.mwcnf,allfalse,sum_or_nothing,
40,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0784.mwcnf,uniform,sum_or_nothing,
20,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0428.mwcnf,uniform,correct_count,
10,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0376.mwcnf,uniform,sum_or_nothing,
20,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0731.mwcnf,uniform,sum_or_nothing,
20,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0378.mwcnf,allfalse,sum_or_nothing,
5,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0588.mwcnf,allfalse,sum_or_nothing,
160,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0655.mwcnf,allfalse,sum_or_nothing,
320,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0668.mwcnf,uniform,correct_count,
20,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0860.mwcnf,uniform,sum_or_nothing,
10,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0115.mwcnf,uniform,correct_count,
40,0.01,data/wuf-N1/wuf50-201-N1/wuf50-024.mwcnf,allfalse,sum_or_nothing,
80,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0248.mwcnf,uniform,sum_or_nothing,
80,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0111.mwcnf,allfalse,correct_count,
160,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0371.mwcnf,allfalse,correct_count,
10,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0431.mwcnf,allfalse,sum_or_nothing,
20,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0699.mwcnf,allfalse,sum_or_nothing,
160,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0998.mwcnf,uniform,sum_or_nothing,
320,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0248.mwcnf,uniform,correct_count,
1280,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0111.mwcnf,allfalse,correct_count,
320,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0119.mwcnf,allfalse,sum_or_nothing,
320,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0408.mwcnf,allfalse,correct_count,
80,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0767.mwcnf,allfalse,sum_or_nothing,
10,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0353.mwcnf,allfalse,sum_or_nothing,
1280,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0803.mwcnf,uniform,correct_count,
20,0.01,data/wuf-N1/wuf50-201-N1/wuf50-045.mwcnf,uniform,sum_or_nothing,
80,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0784.mwcnf,allfalse,sum_or_nothing,
160,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0970.mwcnf,uniform,correct_count,
80,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0509.mwcnf,uniform,sum_or_nothing,
640,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0559.mwcnf,uniform,sum_or_nothing,
320,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0564.mwcnf,uniform,sum_or_nothing,
10,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0119.mwcnf,uniform,correct_count,
20,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0399.mwcnf,uniform,correct_count,0.9456427097320557
640,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0172.mwcnf,uniform,correct_count,
320,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0717.mwcnf,uniform,correct_count,
20,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0950.mwcnf,allfalse,correct_count,
320,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0172.mwcnf,uniform,sum_or_nothing,
160,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0860.mwcnf,allfalse,correct_count,
10,0.02,data/wuf-N1/wuf50-201-N1/wuf50-04.mwcnf,allfalse,correct_count,
160,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0833.mwcnf,uniform,sum_or_nothing,
10,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0664.mwcnf,allfalse,correct_count,
40,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0820.mwcnf,allfalse,correct_count,
160,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0416.mwcnf,allfalse,correct_count,
640,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0860.mwcnf,allfalse,sum_or_nothing,
5,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0336.mwcnf,uniform,sum_or_nothing,
20,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0744.mwcnf,allfalse,sum_or_nothing,
640,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0523.mwcnf,uniform,sum_or_nothing,
10,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0152.mwcnf,uniform,sum_or_nothing,
80,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0968.mwcnf,uniform,correct_count,
320,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0737.mwcnf,uniform,correct_count,
40,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0757.mwcnf,allfalse,correct_count,
320,0.08,data/wuf-N1/wuf50-201-N1/wuf50-05.mwcnf,uniform,sum_or_nothing,
320,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0353.mwcnf,allfalse,sum_or_nothing,
1280,0.01,data/wuf-N1/wuf50-201-N1/wuf50-045.mwcnf,uniform,correct_count,
640,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0157.mwcnf,uniform,sum_or_nothing,
20,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0717.mwcnf,allfalse,sum_or_nothing,
40,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0970.mwcnf,allfalse,correct_count,
640,0.08,data/wuf-N1/wuf50-201-N1/wuf50-04.mwcnf,uniform,correct_count,
640,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0820.mwcnf,allfalse,sum_or_nothing,
160,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0757.mwcnf,uniform,sum_or_nothing,
320,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0757.mwcnf,allfalse,correct_count,
640,0.0,data/wuf-N1/wuf50-201-N1/wuf50-04.mwcnf,uniform,correct_count,
20,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0962.mwcnf,allfalse,correct_count,0.8732044696807861
1280,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0998.mwcnf,allfalse,sum_or_nothing,
5,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0962.mwcnf,allfalse,sum_or_nothing,
80,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0588.mwcnf,uniform,correct_count,
20,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0588.mwcnf,uniform,correct_count,
5,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0913.mwcnf,uniform,sum_or_nothing,
640,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0873.mwcnf,allfalse,correct_count,
10,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0248.mwcnf,allfalse,sum_or_nothing,
10,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0873.mwcnf,uniform,sum_or_nothing,
640,0.08,data/wuf-N1/wuf50-201-N1/wuf50-045.mwcnf,uniform,sum_or_nothing,
5,0.04,data/wuf-N1/wuf50-201-N1/wuf50-047.mwcnf,allfalse,correct_count,
80,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0683.mwcnf,allfalse,correct_count,
80,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0172.mwcnf,uniform,sum_or_nothing,
80,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0655.mwcnf,allfalse,sum_or_nothing,
5,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0833.mwcnf,allfalse,sum_or_nothing,
640,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0998.mwcnf,uniform,correct_count,
40,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0803.mwcnf,uniform,correct_count,
